,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274
518,10208,7482,9208,8691,2609,4193,9633,8790,13887,15376,4072,2229,3360,2565,3012,2822,5095,5109,4536,4738,5794,6395,10475,9431,11802,14724,8681,6793,8895,9644,7598,12354,5995,5209,11275,11985,4457,3876,16883,15202,2630,2681,11159,12172,651,809,741,872,15067,12840,3574,2395,18280,20331,4877,5933,6422,5840,8559,7433,2203,2338,378,602,1403,1416,12588,12101,8150,9120,6165,6177,1711,1908,3778,3731,3479,3581,3495,3680,1336,1410,5968,6012,479,575,310,280,561,658,266,313,392,343,48840,49421,1890,1971,2409,2207,1829,1590,853,936,3108,3360,653,589,672,753,842,1024,192,438,1118,1414,12927,12729,17301,16656,6385,5353,2693,2630,3374,3590,5775,6049,247,229,1941,2196,3022,2887,2590,3071,2658,2437,2426,3374,1454,1315,1333,1219,619,728,1783,1825,7919,4926,3101,3226,345,199,6401,8209,375,313,1384,983,85,87,2713,2592,1252,250,929,3919,3026,1871,257,899,1512,897,951,433,526,7350,7668,6692,7650,74,312,6476,6518,2873,3651,2050,1563,2092,1634,3738,1853,2045,1776,1874,1975,1790,2593,9391,7900,12892,13479,8102,7536,3987,3722,2497,3405,1859,1410,7752,8255,1140,980,8424,8250,1350,1444,4281,3722,3667,4003,3752,3912,10540,13142,1407,2349,4100,2938,6402,5610,39,0,73,48,150,60,1765,749,3063,3098,8352,7800,2692,2792,394,436,19489,13648,1748,1772,2296,2280,2894,2897,403,343,6269,6961,2815,2767,1243,1482,1342,1298,342,0,428,4,146,194,1848,0
519,10257,7556,9298,8649,2620,4203,9572,9210,12901,14724,3899,2098,2980,2298,2985,2860,5536,4882,5344,4750,5474,6334,9719,9231,10871,14576,7898,6241,8714,9503,7473,11925,6685,5360,11145,12082,4813,4567,15854,15107,2426,2347,11275,12216,776,762,726,783,15081,12980,3490,2282,17988,19841,4771,5835,6719,5935,8313,7267,2061,2254,385,507,1646,1447,12418,11718,7703,8877,6373,6281,1730,2094,3637,3667,3442,3548,3736,3539,1307,1430,6223,6128,554,616,298,296,616,730,289,375,357,273,48618,49165,1955,2076,2354,2222,1983,1530,865,955,3256,3307,723,609,760,741,858,983,166,394,1268,1468,12659,12982,17972,16819,6705,5385,2938,2999,3036,3616,5861,6128,222,227,2029,2493,2906,2836,2671,3165,2674,2581,2481,3103,1384,1171,1324,1245,565,697,1895,2054,8285,5179,3242,3558,354,187,6939,8809,315,359,1342,1060,76,64,2275,2282,1029,231,890,3490,2736,1774,194,893,1400,799,893,450,537,7658,7812,7104,7675,90,257,6805,6373,2920,3678,1980,1597,1815,1424,3506,2082,1908,1558,2222,1843,1938,2523,9503,7942,13167,14520,8528,6956,3943,3873,2562,3402,1932,1454,7756,8647,1240,948,8412,8540,1090,1349,3892,3873,3615,3868,3752,3905,10176,12824,1475,2207,4107,3210,6329,5562,50,0,83,44,173,69,1894,774,3261,3020,8478,7726,2975,2948,445,486,17971,11866,1621,1811,2305,1957,2809,2764,319,394,5817,6633,3091,2739,1134,1468,1166,1203,419,9,442,8,143,176,1709,0
520,12644,10031,9400,8167,1953,4063,9802,9730,14877,15801,3852,3643,4335,2741,3991,3425,5010,5165,5476,5288,5399,6557,12595,11852,12634,16271,9419,6967,10048,10025,7341,12423,7329,6534,13532,12745,4970,6002,17122,15870,2702,2662,12592,14223,1071,1277,916,987,18292,17211,3782,2294,19570,17946,4687,5587,7394,7534,9067,9162,2331,2824,343,429,1713,1496,13042,14017,9600,11542,7357,7181,1924,2249,4135,4363,2925,3216,4056,3924,1679,1614,5814,6060,644,737,375,306,719,756,289,349,366,298,56860,57790,2254,2300,2472,2363,1959,1851,895,980,3588,3746,781,621,744,756,753,1194,206,454,1697,2068,13421,14529,17703,16942,6230,5580,2208,2618,3296,3808,5372,5302,203,204,2305,2505,2961,3196,3541,3590,3020,2809,2827,3235,1563,1934,1728,1560,533,688,2025,2154,9204,6267,3827,4066,317,129,7578,8976,340,459,1380,1277,64,101,1855,1393,1060,299,828,4221,2430,1340,250,726,2354,672,665,403,433,8709,8322,7410,8037,131,204,7139,7021,3142,4295,2618,3261,2783,2075,4931,2342,1727,1806,2280,2080,2300,3056,10693,10256,14684,16851,9902,8616,4172,3608,2316,3375,2657,1880,9848,9475,1447,1391,8350,8863,1405,1131,4966,4949,4683,4752,3467,4383,13736,13212,1830,2817,5645,4701,6900,6902,104,0,71,55,187,80,2029,895,3637,4407,9487,8884,3117,3490,447,612,25267,17505,2824,2910,2337,2126,3050,2727,69,308,12653,10431,5239,4502,1591,1899,1180,1082,334,13,442,39,73,150,2423,0
521,12608,10104,9619,9081,2372,5035,9784,9674,12899,13813,4602,3771,4994,2968,3738,3166,4898,4989,5531,5163,5487,6645,12776,11488,13529,16570,8253,6464,9923,9665,7512,11790,8405,7513,12843,12012,5016,5763,18493,16229,2920,2660,10305,12437,1036,1289,879,883,18735,16796,3235,2744,21351,19983,5552,5754,8598,8580,9860,10011,2342,2875,327,414,1727,1463,12773,13346,9204,11307,7394,7141,1830,2185,4063,4330,2948,3268,4117,3961,1639,1463,6309,6415,614,756,349,334,735,776,268,334,408,356,55730,56736,2143,2258,2671,2458,2064,2003,1008,1006,3363,3687,675,672,825,779,793,1289,222,486,1459,1811,14100,14754,18363,17524,6715,5197,2446,2947,3467,4094,5865,5381,211,183,2298,2602,3168,3205,3312,3240,3008,2771,2887,3381,1512,1808,1684,1472,524,698,1992,2133,9806,6673,3708,4061,282,159,7942,9233,436,535,1426,1227,95,101,1994,1512,1171,301,899,4778,2727,1356,282,711,2410,665,644,384,438,8642,8844,7745,8958,145,247,7151,7005,2832,3949,2846,3312,3122,2124,4720,2521,1797,1793,2263,2145,2073,2876,10630,9967,15390,16949,9366,8413,3685,3820,2556,3511,2614,1976,9617,9157,1525,1386,8382,9296,1512,1089,4973,4826,4611,4597,3383,4239,14705,14369,1892,2948,5390,4615,6849,6685,85,0,73,46,173,76,1915,830,3506,4291,9500,8786,3161,3210,547,639,27120,18957,3165,3300,2723,2614,3499,3165,73,345,12203,10962,5678,4854,1878,2331,1495,1321,306,0,466,55,59,178,2417,0
522,12653,9864,9433,8355,2003,4098,9855,9509,14277,15949,4300,3699,4697,2925,4079,3463,4980,5149,5898,5508,6068,7118,12564,11927,12558,16837,9273,6677,10066,10308,8072,12674,7139,6575,13015,12971,5402,6329,18363,15974,2920,2862,12637,14388,1013,1349,929,1069,19008,17433,3892,2491,21298,18853,5154,5699,7608,7772,9284,9647,2479,3012,334,523,1973,1665,13810,14972,10039,12015,7401,7543,1929,2300,4270,4569,3050,3214,4316,3796,1433,1663,5893,6250,646,718,373,334,688,788,282,317,403,294,58615,59005,2238,2396,2530,2391,1783,1693,955,994,3780,4073,619,646,688,762,932,1264,197,440,1546,2145,13727,14573,18540,17429,6401,5517,2143,2723,3354,3959,5575,5576,196,211,2284,2453,3226,3400,3535,3282,3221,3029,2943,3291,1628,1890,1669,1463,551,748,2221,2157,9632,6228,3884,4019,227,131,8204,9145,433,498,1474,1324,81,101,1888,1467,1178,349,974,4676,2825,1426,245,748,2556,672,686,419,517,8950,8422,7260,8030,109,217,7629,7355,3193,4432,2989,3430,2824,2145,5207,2440,1769,1996,2289,2196,2205,3432,11333,10435,15028,17109,9988,9109,4119,3673,2690,3298,2595,1855,10196,9769,1405,1428,8554,8955,1593,1205,4936,5241,4805,4877,3613,4318,14743,14216,1969,2723,5798,4796,7030,7130,101,0,102,44,225,59,1881,860,3815,4288,9758,9106,3186,3407,510,531,27064,19375,2771,2829,2412,2277,2973,2600,41,248,11980,10247,5590,4713,1653,1924,1060,1106,310,9,524,36,85,153,2620,0
523,9976,7754,9665,9099,2672,3938,8812,9313,13682,16294,3428,3434,3985,3105,3165,3425,5854,4741,4664,4685,5490,5042,11020,9799,12889,14473,10686,6406,10590,11175,9108,12966,5451,5318,13138,12980,5618,5617,18108,15309,2933,2402,13226,14675,1205,1150,719,763,17589,15886,2817,2945,13583,13569,4159,4903,7963,6664,9218,9519,2196,2486,333,561,1442,1565,12731,11831,7617,8948,6504,7306,1771,2038,3829,4052,3121,3012,4539,4525,1658,1556,5304,5522,626,616,313,252,686,755,273,284,287,238,51193,52171,1971,2050,2483,2330,1950,1755,860,967,3825,3915,821,591,786,753,762,1108,204,429,1723,1999,13038,13395,16070,15090,6248,5051,2621,2897,4045,3820,6105,6272,315,241,2087,2075,2507,2634,2918,2936,3054,2936,2925,2704,1880,1628,1507,1310,603,799,1973,1957,9674,6250,3717,3722,189,187,8318,8763,447,545,1493,1319,95,90,5228,4509,2277,120,1131,5146,4406,2597,99,1133,1997,737,848,561,565,7237,7534,8232,7900,146,206,6413,6200,3161,4254,2310,2783,2465,2347,3583,2567,1994,1677,1925,1899,1844,2254,10503,9600,11964,13305,7598,6907,4566,4196,3087,3272,1516,1741,9356,9654,1600,1310,9334,9816,1421,1266,4636,5342,4323,4430,2899,3817,9974,11314,1581,2365,4994,3908,6909,6487,97,0,15,101,183,94,1590,799,2952,3114,8795,8336,2699,2593,496,487,18893,13569,2389,2446,2398,2084,3024,2832,284,157,9190,9820,3481,3423,1758,2331,1148,1140,305,16,361,37,243,273,2048,0
524,9948,8311,9482,9099,2423,3608,8181,8269,13110,14040,2971,3326,4101,3005,3321,3168,5307,4356,4573,4667,5509,5016,10883,10365,11766,13200,7603,6446,9132,10050,7056,11268,5409,5539,12449,12567,5054,5234,17758,15111,2980,2205,12052,14016,1001,1013,625,603,17658,15367,2723,2792,13054,13464,3926,4601,8582,6606,10043,10094,2140,2516,391,480,1588,1542,12388,11444,6898,8688,6606,7000,1844,2024,3915,3934,3128,2994,4485,4544,1584,1561,5661,5965,598,675,284,291,683,806,259,252,329,278,49805,50764,2080,2076,2490,2439,2069,1855,957,1017,3435,3792,749,741,841,823,893,1147,199,412,1649,1873,13267,14351,16139,15682,6258,4878,2718,2950,4135,3936,6176,6332,349,312,2289,2178,2590,2606,2583,2695,2978,2773,2887,2744,1684,1598,1361,1308,591,763,1851,1960,10022,6376,3456,3801,215,160,7749,8658,370,538,1438,1289,88,101,5624,4954,2498,148,1196,5437,5044,2788,74,1120,1876,600,707,663,605,7181,8195,8401,7904,131,241,6487,5443,3054,3803,2129,2419,2502,1982,3516,2377,1866,1732,1997,1901,1774,2247,10338,8732,11071,12695,6643,6877,4128,3727,2556,2890,1482,1598,8985,9078,1470,1201,9204,9210,1282,1082,4325,4924,4089,4314,2978,3924,9691,11062,1495,2245,5446,3994,6925,6218,78,0,25,76,192,73,1609,751,2899,3131,7977,7934,3017,2973,537,556,19387,14244,2379,2205,2780,2340,3528,3119,336,284,9354,9879,3945,3787,1866,2658,1623,1398,287,13,350,32,271,305,1976,0
525,9067,7976,10159,8986,2217,4404,9668,8297,15691,15809,3063,2293,3492,2581,3122,2952,4764,4137,4780,4669,5854,6367,11630,11727,11855,15961,8524,6385,9811,9447,7854,14242,7549,5761,14246,12910,4559,4896,16934,16608,2075,2535,10864,13130,858,995,730,922,17127,15642,3500,2699,19771,15538,4650,5471,6460,5808,8157,7508,1901,2488,371,484,1577,1495,11040,11739,9526,11103,6158,6408,1707,1996,3644,3666,3551,3627,4052,4038,1570,1584,5669,5749,486,668,349,306,660,783,261,240,392,398,54131,55198,1955,1950,2245,2245,1496,1516,806,888,2876,3066,639,552,693,714,790,941,227,429,1252,1394,13703,13314,15779,14659,5984,5302,2945,3325,4314,4214,7142,7292,247,196,2106,2170,2599,2565,2620,2685,2875,2586,3017,2876,1389,1458,1433,1326,537,603,1818,1844,8427,5341,3449,3778,159,124,6842,8672,375,349,1482,1305,69,88,4571,1904,1994,387,878,4079,1593,1574,199,886,1637,779,735,442,501,5829,6594,7905,8086,76,176,6286,5606,3288,3773,1414,2020,2312,2124,3277,1881,1734,1396,1969,1818,2018,2737,10018,9312,12409,15021,9853,8231,3898,3507,2859,3458,2454,1892,9400,9023,1340,1322,7600,8626,971,906,3966,4167,4123,4428,3537,4284,11627,10157,1690,2080,5117,3929,5975,5942,0,0,88,44,178,81,1285,795,3848,3484,8867,8333,2992,2639,401,419,23673,16937,2688,2562,1922,2020,3527,3310,654,190,10184,9440,3439,2987,1997,1971,1502,1284,391,15,442,30,83,50,2794,0
526,9039,7877,9769,9141,2198,4186,9400,8051,15118,15564,3179,2266,3667,2718,2964,2980,4685,4316,4481,4650,5596,6274,11505,11558,11776,15984,8408,6517,9162,9273,7742,13437,7953,5995,14553,13107,4553,5031,16967,16476,2140,2860,10540,12342,837,934,795,985,17538,15573,3441,2497,20491,16250,5300,6371,7084,5831,8201,7468,1915,2553,378,458,1690,1517,10590,11488,9591,11069,5988,6371,1764,1894,3659,3521,3555,3516,4042,4174,1575,1563,5501,5822,530,602,366,329,625,890,201,280,465,382,54313,56461,2069,2147,2444,2201,1658,1389,813,867,2973,3242,514,540,693,779,712,862,220,461,1117,1401,13994,13831,15462,15177,5778,5687,2904,3319,4265,4479,7324,7276,320,183,2031,2270,2556,2486,2621,2741,2762,2567,2862,2838,1412,1386,1414,1238,554,609,1911,1560,8951,5381,3342,3861,187,125,6761,8923,373,396,1514,1370,57,59,4632,1957,1857,401,871,3931,1539,1431,192,911,1672,693,667,410,442,6151,6645,7912,7694,74,255,6223,5643,3368,3746,1532,1967,2177,2020,3121,2089,1827,1273,1897,1792,1834,2732,9943,9621,12755,15397,9969,8246,3825,3717,2792,3235,2461,2008,9354,9157,1326,1384,7649,8311,883,1062,4036,4312,4188,4395,3586,4265,11467,10254,1734,2231,5193,3985,5759,5917,0,0,73,27,189,60,1331,661,3920,3739,8656,7883,2892,2852,466,435,22652,16796,2755,2586,1873,1953,3674,3210,697,213,9823,9577,3528,3319,1950,2057,1491,1407,359,13,433,23,88,51,2725,0
527,13253,11333,11495,12092,2446,4959,10305,10871,17566,19458,4550,3934,5214,3718,3991,4314,5782,5636,5070,5058,8384,7803,11927,11846,13799,16390,8108,7338,9350,11171,9426,12831,8580,7974,11233,13996,5404,5712,20185,18196,3242,3565,14734,14761,1009,929,806,966,17169,16860,2781,2839,23742,18034,5425,6561,8338,7484,10317,9667,3579,3848,398,1143,2068,1950,14961,14399,10690,11681,8410,8661,2164,2236,3884,3884,3709,3604,5153,5054,1686,1925,6738,6852,681,774,400,313,756,800,273,405,509,312,59044,59267,2391,2340,2859,2766,2243,1941,981,1013,4103,4421,983,828,897,842,1076,1256,229,547,1528,1948,17333,17322,19809,19648,7649,6362,3957,4073,5007,5003,7074,6698,408,359,2711,2878,3295,3291,3671,3692,3574,3388,3745,3797,1595,1459,1590,1370,574,839,2219,2562,12124,7389,3711,4116,247,64,8122,10648,333,431,1521,1366,92,125,8760,4926,3075,823,1563,7911,4733,3182,254,1062,1859,886,714,610,577,9491,9431,9479,10389,92,301,7434,7791,3615,4348,2637,2901,3346,2252,3934,3374,2047,2192,2254,2020,2556,3071,10639,10973,14467,16777,8914,8384,4581,4406,3388,3451,2488,2182,8122,10168,1493,1250,9626,10164,1430,1500,5940,5575,3808,4277,3488,4021,13907,12840,2029,3098,5831,4130,7605,6360,46,0,59,129,185,53,2006,1124,3701,3755,10115,9447,4068,4070,610,589,26287,19567,2651,2700,2985,2776,3388,3330,261,157,11947,11440,4798,4502,2709,2794,1343,1317,340,15,419,25,313,257,2038,0
528,13826,11287,11910,12108,2834,5225,10693,11156,18199,18980,4624,4130,5608,3827,4008,4453,5942,5761,5499,5309,8354,8146,13339,12790,14388,16520,8113,6951,9860,11073,9997,13404,8684,8116,11528,14123,5397,5676,20108,17849,3293,3773,13889,14483,1073,1039,820,837,16986,17002,2824,3057,23893,18333,5778,7267,9206,7459,10679,9484,3715,3836,368,1022,2122,1976,14833,14870,10147,11544,8540,8434,2075,2447,4089,3804,3738,3833,5357,5279,1699,1837,7209,7269,734,777,347,345,772,834,333,403,443,356,58740,59573,2421,2588,2913,2657,2716,2110,985,1052,4124,4319,1008,879,951,944,999,1252,217,458,1598,2022,18315,17487,19706,19739,7304,6791,4043,4177,5126,4901,6854,6596,401,350,2720,3056,3402,3414,3425,3319,3532,3444,4091,3885,1612,1414,1517,1417,612,897,2187,2217,12917,7341,3608,3934,199,122,7726,10085,419,496,1554,1373,102,106,9085,4713,3006,781,1359,7921,4873,3029,257,1031,1888,1046,811,632,683,9380,9454,9600,10505,155,509,7287,7243,3641,4618,2275,3138,3275,2180,3822,3247,2140,2425,2338,2120,2671,3265,11149,10881,13435,15877,9385,8331,4326,4499,3530,3613,2526,2140,7612,9978,1410,1465,9632,10498,1185,1561,5573,5374,4191,4571,3388,4114,14610,13450,1938,3096,5717,4130,8069,7030,53,0,85,160,199,34,2052,1219,3759,3713,10751,10057,3699,3783,533,581,27619,19670,2820,2892,3511,3061,3787,3558,333,152,12196,11347,4745,4729,2674,2896,1505,1419,276,15,456,36,261,296,2013,0
529,9238,7469,9737,7088,2305,3504,8478,8958,11778,14200,3305,2973,4622,3690,4203,3161,4929,4896,5005,4873,5534,7086,11655,13254,11175,13820,8290,5490,9630,10588,5912,10931,6861,4907,11319,11785,4806,5309,16070,12917,1897,2859,10407,13133,978,1370,686,800,16334,15141,3622,3279,16466,13536,4377,4798,6972,5304,9394,8090,2087,3140,510,690,2444,2099,11011,11722,6109,6750,7694,7614,1461,1825,3753,3752,3699,3767,3469,3681,1410,1577,6513,6545,640,688,366,433,823,885,247,243,320,261,56015,57242,2054,2136,2502,2739,1769,1864,1004,1073,3456,3678,672,790,735,902,756,992,201,489,2509,2354,13518,13458,16902,15780,6090,5601,3527,3908,4789,5128,6554,6775,333,303,2454,2678,2999,2889,2836,2989,3219,3061,2451,3502,1510,1435,1224,1206,628,962,1878,1855,9646,5828,3474,4242,213,127,6995,9278,354,479,1502,1405,101,104,8575,6879,2771,363,1637,9273,7246,2961,234,2134,3150,1078,1252,677,677,6970,7782,8252,7817,104,275,6714,7598,3623,4098,2068,2512,2671,2551,4460,2481,1686,1793,2076,1767,2228,2664,11869,12989,13144,14798,7988,6691,3778,4687,2377,3158,2008,1491,8025,9196,1155,1358,8942,8837,953,1331,4235,4682,4110,4527,3878,4718,11961,10069,1263,2300,5181,3576,6179,5756,25,0,22,34,183,67,1655,786,3122,2732,7972,7206,2947,2386,456,491,20221,14640,3390,4058,4145,4181,5332,5084,763,206,10343,10822,3934,4553,2924,2027,1416,1568,400,8,394,13,410,442,3418,0
530,8760,7763,8013,7592,2314,3193,7817,7912,9848,10908,3107,2883,3611,2502,3124,2864,3402,3100,3539,3379,4842,5088,9647,9296,10398,12927,7234,5494,7798,7709,6406,9588,6144,5420,10027,10496,3775,4066,14659,14509,2212,2143,10335,10296,605,871,559,725,14031,11706,3219,1792,13812,12966,3267,3168,4662,4239,6947,6967,1918,1866,254,327,1308,1089,9955,9120,6417,7909,5228,5425,1277,1486,3126,3323,2716,2548,2933,3001,1036,1140,4752,5033,582,558,227,206,554,612,217,259,266,194,46359,48571,1540,1767,2057,2011,1586,1300,734,737,2711,3022,630,625,588,656,749,1029,208,559,1046,1233,10075,10256,13339,12520,4650,4304,2020,2238,3398,3388,5353,5629,273,233,1851,1837,2147,2057,2175,2159,2319,2061,1964,2287,1001,1185,1136,1067,509,654,1602,1632,6531,4010,2440,2985,160,101,5924,6856,264,287,1076,997,69,62,3207,2665,2087,284,893,3474,2669,1897,192,1064,1419,436,500,438,470,5938,6135,5930,5974,88,150,5172,5135,2502,2813,1809,2089,2022,1721,2869,1748,1514,1185,1612,1363,1591,1946,7714,7469,11069,11490,6714,5764,3349,2973,2108,2333,2117,1864,6919,7360,1236,1032,6801,7055,1233,1106,3731,3625,2672,2867,2917,3135,9234,8712,1129,1479,3019,2491,5235,5098,94,0,11,37,155,55,1212,630,2456,2479,7183,6930,2620,2449,415,424,16484,12017,2317,2208,1887,1598,2425,2328,357,141,9029,8355,2878,2980,2226,2300,1387,1257,291,13,285,23,247,215,2623,0
531,10171,9268,9584,8324,2020,3316,8807,9190,10813,13551,3581,2924,3680,2388,2495,2033,4801,3926,4826,3929,5647,5495,9742,10674,11925,13849,7542,6107,7672,9143,7260,12020,6543,5743,10001,10751,5135,4567,16758,14634,2918,2539,11291,11697,1057,1080,844,793,16041,15541,2403,2713,16099,13532,4101,4372,6098,5204,9201,8264,1929,2356,313,489,1709,1901,12597,11076,7812,8644,5785,5775,1632,1967,4258,4096,3291,3150,3360,3643,1173,1386,6009,6126,558,656,255,259,670,730,264,306,234,152,54598,55322,1936,1941,2407,2465,2140,1751,835,976,3708,3794,683,563,730,807,953,1108,199,482,1702,2236,11869,11280,15745,15272,5643,5077,2080,2231,3565,3762,5655,5833,324,285,2013,1895,2730,2312,3124,3105,2644,2340,2534,2370,1517,1366,1345,1474,653,811,1502,1521,8637,5139,3105,3878,227,167,5882,6383,327,396,1257,1117,120,106,4369,3650,3043,211,1778,4031,5691,3576,294,1340,2623,897,726,626,704,6888,7856,7679,7104,76,240,6091,6255,2660,3284,2078,2157,2126,2126,2846,1384,1704,1175,2027,1561,2208,2541,8526,8913,13462,13434,7230,6524,3240,3896,2875,3098,1899,1871,7464,7895,1247,1053,8856,8501,1544,1057,3859,4377,4511,4578,2430,3360,10783,10433,1665,2022,3694,2987,6522,5501,4,0,74,9,146,60,1655,806,2883,2889,8955,7972,5049,3267,401,475,18361,15685,2275,2272,3532,3100,4481,4562,211,132,8672,9619,3952,4462,1953,2224,1692,1867,350,0,391,20,222,238,2050,0
532,9064,6947,7842,7053,1983,3455,7992,7072,10277,11356,3223,3122,3135,2273,2723,2954,4210,4437,3750,3235,4258,4428,8728,8164,9974,12968,6467,5379,7997,8130,6909,9621,6105,6033,8855,9080,5170,4247,15295,13509,2563,2337,10590,11883,633,927,827,909,14098,12615,3101,3374,11924,12005,3915,4590,5379,5383,6803,7225,1866,2310,326,387,1322,1296,9709,10138,6979,7592,5471,5754,1556,1790,3616,3757,2860,2801,3778,3695,1217,1354,5255,5367,510,653,194,159,538,619,266,303,363,211,47989,49476,1844,1952,2307,2266,1757,1551,751,909,2831,3040,623,477,732,711,670,967,167,407,1389,1642,9985,10619,15805,15633,5615,5272,2140,2191,3194,3008,5771,6010,291,201,1973,2105,2465,2479,2208,2421,2414,2177,2154,2686,1247,1270,1284,1247,533,600,1779,1746,8106,5146,3196,3484,208,129,6591,8099,326,331,1347,1138,73,104,2729,1438,1634,248,1278,2664,1394,1625,206,1259,1700,818,726,396,415,6315,7299,6631,6260,83,199,5149,5446,2639,3256,1637,2349,2291,1618,2704,1732,1445,1558,1525,1162,1280,1728,8234,8166,11994,14146,7183,6385,3673,3238,2036,2388,2027,1785,6350,6564,1125,957,7232,7911,1294,983,3397,3659,3231,3899,2753,4311,8790,9354,1250,1966,3845,3523,5436,5009,15,0,51,22,171,71,1134,610,2651,2892,6724,6499,2623,2428,398,407,17202,11971,1971,1874,2324,2103,3087,2477,23,94,6170,6903,3070,3184,1459,1911,1287,1445,276,0,359,27,108,88,2834,0
533,7974,6081,7331,6787,2159,3265,7484,7601,11737,12729,2319,2064,3121,2203,3108,2664,4240,3583,3803,3530,4418,4706,9523,9080,9159,11686,6867,5088,6933,9018,6884,10811,5408,4975,10996,10641,4502,4968,13664,11236,2156,1667,9167,11915,971,1247,908,1001,14014,12462,2470,2423,14812,14917,2822,3087,4789,4404,6886,6366,1579,1799,308,342,1322,1394,8549,7967,6569,7382,5580,6100,1651,1751,3314,3557,2795,2653,3150,2785,1212,1242,4240,4254,443,542,266,217,612,503,234,218,296,185,50140,51605,1674,1628,1804,1739,1352,1150,793,707,3031,2901,466,535,531,586,579,721,192,387,1140,1245,9672,10087,11795,11340,4842,4304,2282,2463,3550,3486,5785,5633,319,273,1855,1735,2224,2010,2057,2207,2301,2289,2265,2258,1224,1229,871,964,524,642,1735,1797,7167,4733,2693,2985,175,109,6186,7352,305,352,1245,1143,55,66,6654,4805,3319,593,1709,6997,4319,2716,127,1459,1788,886,832,563,482,5175,5281,5589,5501,90,245,5270,4791,2259,3200,1322,1533,1783,1500,2947,2011,1521,1431,1686,1405,1672,1973,8550,7666,9811,11208,7339,6585,3265,3636,2548,2558,1779,1474,7475,7735,1140,1097,6997,6809,915,777,3729,3866,2838,3094,2296,3416,9739,9675,1034,1526,3514,2576,4854,4543,0,0,55,74,148,85,1057,598,2347,2484,6902,6482,2808,2595,342,364,21107,15812,1918,2036,2632,2676,3434,3637,563,400,7775,8148,2859,2834,1728,1797,1131,1064,319,6,352,8,343,278,2558,0
534,8614,7199,8644,7877,2437,4249,9183,7406,13066,14485,3159,2567,3270,2437,2454,3244,4219,3565,4659,4311,5021,5604,11168,10301,10556,13868,7081,4921,9164,9127,6775,10147,6599,5567,10523,10859,4567,4441,14390,13094,1607,2164,8877,9449,878,946,681,753,14051,13620,2382,2354,15993,14633,4534,4980,5894,5798,7724,8099,1994,2203,370,359,1442,1289,10491,9816,6504,6598,5313,5958,1370,1612,3319,3303,3395,3242,4059,4263,1507,1544,5351,5205,526,596,326,269,698,744,248,285,306,236,47577,49202,1813,1925,2112,2136,1707,1565,779,811,2778,3150,647,762,653,575,883,1008,194,463,1519,1778,12326,13012,16561,15596,5351,5074,2818,3319,4038,4022,5448,5599,301,276,2261,2096,2228,2345,2388,2811,2546,2593,2215,2310,1278,1491,1231,1289,535,811,1813,1953,8651,5063,3173,3833,206,178,6617,8111,334,396,1500,1291,71,73,4188,3400,2340,145,959,4548,3887,2669,227,1082,1609,691,719,524,477,6030,6316,6527,6545,101,236,6207,5726,3121,3678,1793,1786,2163,1860,2546,2303,1479,1417,1867,1475,1725,2314,10505,9524,11577,12265,7607,6049,4079,3825,2403,2723,2031,1867,6968,7364,1206,1117,7605,7803,1053,1032,3194,3506,3495,3224,2523,3548,10300,10143,1572,2082,3785,3314,5263,5731,62,0,51,43,192,88,1310,744,2690,2337,7575,7568,2646,2465,470,475,19147,13216,2491,2460,2324,1604,2447,2185,338,53,9654,8538,3256,3124,2279,2256,1488,1175,363,4,342,27,268,240,2739,0
